,tweet,target
13022,narendramodi lands in coimbatore he will travel to tirupur via chopper to inaugurate a slew of welfare projects and address a rally organised by tamilnadu bjp gobackmodi tnwelcomesmodi,1
13023,namoinhubli stage set for pm hubballi prime minister shri narendra modi ji will launch the bjp s election campaign for the upcoming loksabha 2019 polls in hubballi modiji will prticipate in a mega rally rally is expected to attract a crowd of over 3 lakh,1
13024,responding to being referred to as lokesh father by narendramodi ncbn says he is proud of his family being lokesh dad devansh grandfather amp bhuvaneswari husband amp always promotes family values whereas modi has no family and is unable to appreciate those aspects ndtv,1
13025,supporting bjp doesn t mean surrendering to modi and shah criticising modi doesn t mean one is discussions have lost objectivity either you are pro modi or you are and the worst is between communalism and corruption we will support corruption,0
13026,bjp4india narendramodi namo is now nomoremodi for election2019 we had enough of you please let someone else lead bjp,1
13027,bjp4india narendramodi same is true with your own leader amitshah can you please answer you tell all the stories show it in actions both you narendramodi and ncbn should be wiped out of power i am ok with bjp in power headed by other leaders in bjp,0
13028,andhrawelcomesmodi guntur bjp4india strategy seems very clear take ncbn head on without any nonsense bjp has had uneasy relationship shivsena but never attacked the way chandrababu was point by point rebuttal of fake claims of ncbn by pm,1
13029,bjp4india rafalescam congress rahulgandhi karnatakawelcomesmodi gobackmodi modi please do come to karnataka we do want to listen your lies fake dialogues do spoil hubbali by your dirty dilagues get lost,0
13030,gobackmodi narendramodi modi please do come to karnataka do lie hear we do want your fake dilagues fed up with you get lost,0
13031,kailashonline bjp4india bjp4bengal narendramodi amitshah ramlal supriyobabul menonarvindbjp dilipghoshbjp roopaspeaks rahulsinhabjp shivprakashbjp you do even chant saraswati bandona in bengali and you are talking abt our saraswati puja stop these all nonsense ও what can we expect more from a bjp party leader like you bjp leader sayantan bose should be in jail,0
13032,showing he is politically savvy a master of words who can convert a negative into positive narendramodi says tdp ncbn asked me to back yes i will go back to delhi as pm again after coming elections says the black balloons were for dhrishti on bjp ndtv,0
13033,has 55 months of narendramodi done more for india than 55 years of congress rule for yes for no 55yearsvs55months tnwelcomesmodi gobackmodi southindiafornamo saraswatipuja nzvind indvnz narendramodi bjp4india incindia inckarnataka inc,0
13034,a bjp cadre threw slipper at cadres of mdmk led by its leader vaiko while they were staging flag protest opposing the visit of pm narendramodi at tirupur she was attacked by few mdmk cadres as police detained her,0
13035,sir the irony is if narendramodi or amitshah declared twitter is not biased once that all these morons will starts shouting twitter is sold out to bjp4india and is completely biased for non bjp,0
13036,at guntur meeting narendramodi says they are spending bjp party money for event whereas he claims ncbn is spending people money for tdp party money for feb 11 protest in delhi tomorrow ndtv,0
13037,we the people of thirupur welcome our prime minister of india narendra modi to our thirupur tnwelcomesmodi bjp,1
13038,ncbn spoke about sunrise andhrapradesh but became busy in sonrise efforts pm modi bjp public meeting in guntur andhrapradesh,0
13039,narendramodi ca imagine how patient ncbn was with lafoot bjp perfect timing now that all other parties ysrcp janasenaparty have come out in the open with what their intentions are a master stroke gobackmodi apdharmaporatam modibetrayedap,1
13040,will modi leave varanasi and fight against priyanka gandhi in raiebreli loksabhaelections2019,0
13041,pm narendramodi gave lakhs of crores of rupees for andhrapradesh development but ncbn is lying that centre gave nothing bjp state president kanna lakshminarayana while welcoming modi at janachaitanyayatra in guntur,0
13042,basantpanchami thinkersforum swachatha should be a habit sri narendra modi wants to change the attitude of the people rammadhavbjp namoagain narendramodi swachchabharath,1
13043,bjp4andhra alleges tdp govt creating hurdles for pm narendramodi public meeting in guntur says nearly 40 buses transporting bjp activists to public meeting stopped newindianxpress,0
13044,bjp andhrapradesh unit president kanna lakshminarayana denied entry into gannavaram airport to receive pm narendramodi on his visit to the state,0
13045,welcome modi ji to tn bjp,1
13046,we tamil nadu wellcomes pm narendramodi tnwelcomesmodi for aims and we did not hear any fishermen getting caught or shoot at the border these years dmkfails bjp,1
13047,narendramodi your trip has become hetic for the bjp leaders to arrange the crowd gobackmodi modibetrayedap apdemandsspecialstatus apdemandsjustice apwithcbn,1
13048,ponnaarrbjp narendramodi bjp4tamilnadu pmoindia blsanthosh myra piyushgoyal cprbjp vanathibjp tamilnadu bjp has no good leaders who has the zeal and would like to take the party with a vision there should be a clear roadmap stunts might look good but will never help,0
13049,modi govt should ban facebook twitter and whatsapp bjp will lose elections and india will benefit twitter facebook whatsapp bjp,0
13050,ncbn one of pm modi strongest critics yesterday called on tdp workers to hold gandhian protests during his visit to the state it is a dark day gobackmodi sathyamevajayathe narendramodi guntur,0
13051,he should have also mentioned about the fact that electioncommission must keep a strict vigil on this announcement by narendramodi in the interim budget2019 so my point is destroytheaadhaar destroy all mallafied intentions of bjp anupamsaraph sanjayuvacha,0
13052,modi hater gst blocked all business my question what is gst modi hater that i do know but blocked business gst is an end of looting taxes and combination of all existing taxes and simplified one tnwelcomesmodiagain tnwelcomesmodi bharatbacksmodi bjp bengal,0
13053,pmoindia sir may pay attention who student gets hier marks in any computation exam way is not easy for for success than who gets lower marks coz aarkshan bjp gave aarkshan to genral it is good inicite plz solve for others pmmodi bjp,0
13054,retweeting wont help in trending please quote any tweet with gobackmodi rafaledeal nomorenamo andhrapradesh tdp ysrcp janasena bjp congress bewithbabu amaravathi bjpcheatedap ysjagan narendramodi klnbjp,0
13055,bjp4india is there a way to make donations on narendra modi app from paytm i want narendramodi till 2029,0
13056,rahulgandhi my repeated assertions chor prime had personally given rs 30 000 to may 2019 pm rahul gandhi shall personally recover and refund this money god promise help me god,0
13057,each vote counts and my vote and the people i know will always go for narendramodi we will make sure now the third class congress is out of the country we want modi and always modi,1
13058,if prime minister narendra modi was not there in this country then the country never knew that sonia rahul vadra priyanka did such horrific scandals with our country tnwelcomesmodi modi rahulgandhi rahulkabaapchorhai robertvadra priyankavadra soniagandhi you agree,0
13059,aajtak swetasinghat it my humble req to all citizens who live in india pls give your important vote for bjp modiji be alert by congress coz they spreading some of fake and waste informations against modi ji,0
13060,dear papu rahulgandhi if you are sure about rafalescam then accept the chalange of debate from arnabgoswamirtv modi rahulgandhi rafalescam rahulliecaught rafalecongselfgoal modiunstoppable i am happy because i support narendramodi not rahulgandhi,1
13061,noconversion sushmaswaraj bjp4india sambitswaraj sureshchavhanke i having some doubts triggering is it that bjp is soft on this as they can get some funds just a wild taughts tarekfatah narendramodi,0
13062,narendramodi sir i would like to please request you that the you tube video of air chief marshal sbp sinha should be shown during the huge rallys of prime minister narendra modi amp many other good videos amp the work done during the 4 amp half years of his party tennier,0
13063,if u really think that rahulgandhi will be the next pm then definitely u need some brain check up there should be a strong leader who can shut modi n have strong persuasive power n public support which sadly no one is having currently narendramodi,0
13064,ashokepandit twitter narendramodi waha bjp funding filmmakers tweeting against twitterceo who is the owner of twitter in twitter,0
13065,avsheth777 sandipb52925625 aabhas24 tvmohandaspai shefvaidya nupursharmabjp shubhrastha riturathaur sankrant tarekfatah vivekagnihotri sumanthraman rkhuria pbhushan1 prameshjain12 prakashraaj ikamalhaasan rajinikanth nidhi bdutt bjp4india rssorg ndtv cnnnews18 indiatoday ijaising sanjayuvacha karthickselvaa pttvonlinenews tharasushyam thanthitv news7tamil sunnewstamil rangarajpandeyr nelsonvijay08 sreenivasanjain drnigam15 pawankhera narendramodi now when cbi is questioning rajeevkumar in shillong tmc mla shot dead in bengal is this a vendetta by bjp4india supriyobabul u guy r under of people of india wish i believe bjp rss r not involved in this pls do let ur joker jump d intent,0
13066,ruralindia rahulgandhi ayushmanbharat hain na rafale money in any case rahulgandhi has kept for hal manufactured plane crashes thanks to modi government at least rahul gandhi has a job now,1
13067,sarbanandsonwal narendramodi except paper mills and 2 lakh associates crying for hardearned money and become jobless clear dues and revive mills bjp in assam sure 4 two digit seats,0
13068,smritiirani narendramodi vote for bjp,0
13069,the cheater of ap in special status modi go back u have no rights to come gobackmodi andhrapradesh modidestroysnortheast cheatermodi narendramodi specialstatus,0
13070,narendramodi ji the things which had been done at time of bjp govt are employment jumla demonatisation jumla rafaledeal jumla women security jumla and destroyed all the agencies like cbi rbi supremecourt india do want more jhumla these are enough nationwantsnewpm,0
13071,godaseprajakta prakashjavdekar narendramodi loksattalive abpmajhatv tawdevinod esakalupdate zee24taasnews cmomaharashtra shame on bjp,0
13072,heard in news bjp files a complaint against twitter that they act against bjp also news says pm visits tirupur tomorrow now i understand why the link between both the news they knew that people of tamilnadu will trend gobackmodi jothims mkstalin,0
13073,narendramodi same now from south india for bjp,0
13074,pm modi dubbing coalition governments as milavat exposes his and the bjp hype of federalism the pm is abusing the regional and cultural diversity that has made india rich and kept her united for centuries loksabhaelections2019,0
13075,i am sick of rahul gandhi foolish and speeches he is not even capable of being college president how someone can choose him as pm of a nation pathetic time for the country when incompetence killing the morality everywhere congress truth bjp,0
13076,har har modi ghar ghar modi love you modi sir you will rock again you are the best leader we ever had we are proud to be under your guidance modi4sonarbangla modiunstoppable namoagain northeastformodi narendramodi,1
13077,wingedream2 narendramodi bjp4bengal appreciate your views which is but quite honestly that modi or rss are far right is a misconception created by cong india most sincere efforts for approaches to with pak has been always during bjp samjhauta etc,0
13078,cmomaharashtra pmoindia smartcity bjp shops in pune market yard wholesale grain market are bound to close by 8 pm or fined if seen open and bars restaurants allowed to keep open by 11 pm is this a smart city we expect,0
13079,i appreciate those small number of muslims who support narendramodi amp bjp4india than brainwashed hindu brahmins who want to vote anyone but not bjp a real shame bharatbacksmodi bjp narendramodi,0
13080,wishing to see priyanka gandhi amp kanimozhidmk sharing the stage in tn campaigning against modi govt loksabhaelections2019,1
13081,rahul gandhi calls veer savarkar a man can go on any level to gain votes how many more times will he insult our leaders and still some people want to see him as a pm of our nation shame rahulgandhi rahulgandhiforpm saynotoraga,0
13082,shekhargupta awake1975 officials in finance cbi etc hoping will deliver as per their oaths then all that work modi churned out clearly indicates nation needs him unlike incindia n d oppn eagre to rule imperative narendramodi comes back as our pm anything done to achieve that is ok,0
13083,aamaadmiparty arvindkejriwal why is muffler disappeared bjp narendramodi,0
13084,gobackmodi seriously was going through d thread just cant believe dt we still hv ppl who think rahulgandhi is better than narendramodi for them modi hsnt done anyghing since last yrs hence should be thrown out of power wt abt 55 yrs of inc rule,0
13085,bjp4india pappu can t be true saala liarrahul liarrahulgandhi what else can you expect from a cantankerous joker like rahulgandhi immoral immature don t underestimate the power of toddler desh ko bech khaaegaa aur bolega ye modi ne,0
13086,bjp4india narendramodi i am proud of my country and bjp and also im proud of our pm sir narendramodi,1
13087,timesnow rshivshankar after 5 years of govt when you ask for accountability from a psu u r putting pm narendramodi in the dock it is modi and his govt who should reply to your questions but i do think the person who said traders take more risk than soldiers will reply serveourforces,0
13088,narendramodi welcome again to hubli happy to recieve you shankarpatilmunenakopa bjpkarnataka jagadishshettar amitshah bjp amruthdesai prahladjoshi,1
13089,modi ji please answer my questions where is 15 lakh rupees in every bank account 2 what about 2 crore jobs per year have you cleaned ganga speak on the people who had killed in demonetisation chowkidarhichorhai vachankipakkicongress rahulgandhi,0
13090,we are modi supporters not bjp bharatbacksmodi,0
13091,narendramodi supportingmodiji for unity and integrity of india and to make india stronger and greater in the world namoagain bjp bjp4india,1
13092,i will vote for modi ji northeastformodi bjp sambitpatra rahulliecaught rahulgandhi congress congresskekarnaame namoagain,1
13093,kamaalrkhan priyanka is not eligible to compete with modi ji narendramodi narendramodi,0
13094,bjp4india narendramodi yeddy team destroying democratic setup using blackmoney they boasting even booked sc judge and speaker with 50crs where is cvc cbi and nonexistent lokpal people now thinking all demonetizated black money is with bjp chowkidarhichorhai karnatakapolitics,0
13095,narendramodi yeddy team destroying democratic setup using blackmoney they boasting even booked sc judge and speaker with 50crs where is cvc cbi and nonexistent lokpal people now thinking all demonetizated black money is with bjp chowkidarhichorhai operationkamala,0
13096,rsprasad mygovindia awsm step as always taken by bjp4india government narendramodi amitshah piyushgoyal piyushgoyaloffc namkook loksabhaelections2019 loksabha modidobara modi,1
13097,srivatsayb narendramodi corruption is the trade mark of bjp,0
13098,narendramodi pmoindia power should be in hands of people who know how to play with it amp hv heart to serve both with humility hand of steel keeping country amp its people safe amp prosperous best wishes to pm modi 4 indian elections keepindiasafe modisarkar narendramodi,1
13099,vivekagnihotri narendramodi rahulgandhi extreme poles is what conclusion seems apt for this poll although modi is a siting pm and a better orator than rahulgandhi this just might be coz of the recent stances and improvements he been showing elections2019,0
13100,the vp of paytm the biggest benefactor of demonetisation has been caught in a cobrapost sting admitting to handing over user data to the bjp so paytm smuggles user data to bjp and pm modi appears in print ads for what a convenient arrangement modijipaytmwale,0
13101,again press conference on rafale by rahulgandhi this time god knows what new allegations he will through at modi and bjp,0
13102,india firmly supports pm narendramodi for 2019elections bjp4india bjym phirekbaarmodisarkar phirisbaarmodisarkar namoagain namoagain2019 indiawithmodi bharatbacksmodi youthwithmodi middleclasswithmodi newindia digitalindia ekbaarphirsemodidilse bjp narendramodi,1
13103,if rahul gandhi were to play football then the rival team would sit in a hurdle in the middle of the ground and eat peanuts as rahul would continue scoring self goals for 90 minutes rahulliecaught bjp narendramodi rafaledeal,0
13104,shatrughansinha must show courage and quit bjp criticising bjp and narendramodi after leaving party will become far easy for him rather than being in and crib rest the result of his future is writing on the wall shatrugansinha yashwantsinha bjp4india,0
13105,its made easy for the voter to vote in 2019elections does need to think much simply vote bjp and elect narendramodi as prime minister for another term,1
13106,imankitrajendra rahulgandhi pm chore he pappu congress corruption 2g spectrum scam 2008 satyam scam 2009 commonwealth games scam 2010 coal scam 2012 chopper scam 2012 tatra truck scam 2012 adarsh scam 2012 etc etc rafaledeal rafalecongselfgoal rafale modi,0
13107,seems3r rahulgandhi pm chore he pappu congress corruption 2g spectrum scam 2008 satyam scam 2009 commonwealth games scam 2010 coal scam 2012 chopper scam 2012 tatra truck scam 2012 adarsh scam 2012 etc etc rafaledeal rafalecongselfgoal rafale modi,0
13108,shivaroor rahulgandhi even i thought so at first never imagined that this guy can stoop so low in his hate for modi and lust for power alas it was not the case this video is true rahulgandhi actually said this rahulgandhidisgracetoindia rafalecongselfgoal rafalepolitics,1
13109,rubikaliyaquat rahulgandhi why you not file fir against narendramodi if you have proof for rafale scame just do fir truth find its way bjp abkibaarphirmodisarkar abkibaar400paar narendramodi rahulliecaught ulta chor chokidar ko date,0
13110,narendramodi narendramodi now also it is duty of every indian to have modi back with full majority more than 300 seats so that development does not stop,1
13111,the problem with rahul gandhi is that he does know anything about how files move in govt offices he only knows that files especially concerning defence deals move only by hand even bypassing pmo his dilemma is he wants to be pm without knowing anything bjp narendramodi,0
13112,nikhildadhich just comparison property of modi amp rahul gandhi and their mother sister and brother in law then all will say robertvadrachorhai rahulgandhichorhai gandhiparivarchor rahulkabaapchorhai rahulkajeejachorhai rahulgandhi,1
13113,pmoindia mnarendramodi bjp today our pm explained a lot of job opportunity created ca firms advocate etc private office provide a lot of job opportunity but can you explain equality of govt job and private job working hours work pressure job security,0
13114,pmoindia pmoindia pmnarendramodi bjp today our pm explained a lot of job opportunity created ca firms advocate etc private office provide a lot of job opportunity but can you explain equality of govt job and private job working hours work pressure job security,1
13115,ncbn narendramodi jaygalla gen feeling is that you are rather forced to take d anti stand against bjp rather inevitably to save your own skin amp to protect d interests of ap which u charged had been ditched by d centre modi amp ncbn hv locks their horns,0
13116,perused rafaledeal gave verdict for national of forces sc should ban endless public malice anyone with new evidence of impropriety can approach sc for relief rahulgandhi narendramodi swamy39 tvmohandaspai incindia bjp davidfrawleyved,0
13117,ippatel and rahulgandhi has problem with modi ji why bjp4india does give tickets to m qualification matters most rather religion the culture of religious balancing started by nehru dynasty now every m feels is qualified for all post irrespective of qualified,0
13118,narendramodi sir the hard truth is that only rammandir will make bjp win this election not the economics ease of doing business or any welfare schemes for the poor,0
13119,bjp4india rahulgandhi both rahulgandhi and vijaymallya has some problem both the chors get up every morning one attacks modi ji why he took more money against the chori amount other one attacks modi ji why he not allowing dalalis in defence deals lies lies and lies rahulkabaapchorhai,0
13120,pmoindia narendramodi we have a single king countering armies of multiple king amp queen still that single king has an ability to checkmate all of them modiunstoppable modi narendramodi modiforpm2019,1
13121,shutapapaul ndtv gift from the inc to speak against narendramodi ji expected as election2019 is just a few days away,0
13122,it not sufficient to be honest one should also appear to be honest now there is substantial doubt in the minds of general public nda must immediately appoint jpc otherwise rafale is going to modi what bofors became to rajiv rafaledeal modi rahulgandhi nirmalasitharama,0
13123,people of assam wellcomed pm narendramodi verry beautifully by showing black flag proud of bjp proud of assambjp,1
13124,this morning when i got up at night i saw that former president of france olland was standing near my bed with a tray of tea we both had tea he told me that narendramodi is a thief do spare just winked at him n hugged him rahulgandhi narendramodi incindia bjp,0
13125,narendramodi very true mamataofficial amitshah bjp4sonarbangla forthefirsttime bjpjeetegi loksabhaelections2019 loksabha chaukidarchorhai congresskekarnaame namoagain2019,1
13126,rsprasad narendramodi modi coming in 2019 with full majority narendramodi bjp4india rahulgandhi amitshah chaukidarchorhai chaukidarrakhwalahai namoagain2019 loksabhaelections2019,1
13127,rifatjawaid 1 the great visionary former pm indira gandhi did the right thing mod portfolio was directly under pm assisted by a junior minister to ensure fast contracting amp zero confusion narendramodi rahulgandhi,1
13128,jhasanjay unfortunately most section of media is being managed by anti modi and daily they have only one thing to do blame according to opposition each and every policy or scheme is wrong they are not working and not allowing bjp modi to perform they scared with work they do,0
13129,the battle for 2019 is slowly becoming modi vs mamata from modi vs all it benefits mamata for sure helps bjp in bengal,1
13130,modi may be remembered for his attack in loksabha yesterday but it was who made mince meat of congress charges floored me as did nsitharaman who blasted rahulgandhi on rafaledeal the other day perfect pm stuff both,1
13131,pappu bhag gaya rahulgandhi s who challenges modi for one to one verbal duel often staying away from the loksabha debate yesterday when pm was to reply proves only one thing he doesn t deserve even to be an mp,0
13132,sir family friends in india whom we often talk they say pmmodi by his shear hard work campaign and appeal to mass can only inspire people to vote bjp but it is rahulgandhi who force the masses to vote pmmodi modiunstoppable,1
13133,andhrapradeshcm krishnadgoap this govt must give appreciation to bjp govt bcz they are the persons give reservation to us now ur split into 5 kapu reservation and remain for all who are backward in upper caste bcz of narendramodi amitshah do take all credit to ur govt ofcourse ur doing well,0
13134,the prime minister modi answerable to nation i m believe rafaledeal is big scam i m supporting to rahulgandhi my questions to narendramodi u gave contact to anil ambani company instead of hal u maintaining secrets on deal,0
13135,if he does i ll buy you a lunch modi will never give him that much importance and bring him to his level and besides rahulgandhi can relate himself,1
13136,pm said congress used the plank of farm loan waivers to benefit amp the said the bjp empowered the poor to fight poverty modi said bjp govtt has included a scheme in budget 2019 pm kisansammannidhiyojna this scheme is not a poll plank,0
13137,the contrast is stark between the bjp and the tmc while the police and the cbi are empowered under pm shri narendramodi they have simply become political pawns in west bengal modi4sonarbangla bjp4braj bjp4india bjp4bengal amitshah bjp4up,0
13138,the extensive campaign of the bjp has already induced various panic attacks in mamataofficial and one can only wonder what her reaction will be on pm shri narendramodi s latest visit to bengal modi4sonarbangla bjp4braj bjp4india bjp4bengal amitshah bjp4up supriyobabul,0
13139,cnnnews18 narendramodi sambitswaraj narendramodi was elected for the job if he ca work day in day out then he should resign priyanka chopra also bought house in usa you did say anything about her pathetic bjp clown,0
13140,truly the fate of modern bengal shall change as unrest against the tmc government is growing the bjp and pm shri narendramodi have reached the hearts of the people of west bengal and shall come into power modi4sonarbangla bjp4braj bjp4india bjp4up amitshah bjp4bengal,1
13141,rahul gandhi is accusing pm modi about kickbacks in rafale deal because he can never digest d truth that for d first time a defence deal is struck without a middle man as was happening during congress rule since independence chorn ko saare nazar aate hain chor bjp narendramodi,0
13142,the bjp amp pm shri narendramodi completely recognize the contributions of the people of bengal and never miss an opportunity to follow their principles amp appreciate their influence on the culture of india modi4sonarbangla bjp4braj bjp4india bjp4up amitshah myogiadityanath,1
13143,indiatoday sardesairajdeep i rate pm narendramodi ji speech 10 out of 10 100 correct information he shared with people of india about 55 yrs of congress era narendra modi ji is rock solid amp will definitely back to power as pm of india in loksabhaelections2019 poll,1
13144,followaanchal i always voted for bjp because they only think of indiafirst ऊपर दल और दल ऊपर my vote was is will be only for bjp4india amp narendramodi modiunstoppable modidobara narendramodi namoagain congressmuktbharat corruptionmuktbharat,1
13145,rahulgandhi incindia rahul gandhi narendramodi is the prime minister of the country and it would be better if you talk about him with respect or do talk at all a nationalist india election2019 politics bjp congress constitution lovefornation,1
13146,incindia rahulgandhi bozo rahulgandhi did u notice your speechless mommy and with cong ppl yday in parliament they were quiet because they knew that every word spoken by pm modi was correct outonbail rogue dynasty,0
13147,who deserves to be the pm of india for 2019 sachhbolegaindia dekhindiadekh livesurvey politicsontwitter bjp notopaidmedia socialmediapower,1
13148,ani narendramodi bjp4india bjp pmoindia ahmedabad indian you should not leave this golden opportunity sir,0
13149,it proved now that defence ministry was against rafaledeal but modi did it to help ambani rafalescam will be big issue in election pakdagayamodi rafale merepyarepmposter modiunstoppable modi bjp,1
13150,supremecourt bjp congress bsp sc asks mayawati to pay for statues she erected what about huge tax payers money modi govt spent without permission on patel statue or the proposed shivaji statue off the mumbai coast sc thinks statue dift from level,0
13151,question rahulgandhi amp congress you are labelled bhakts question modi bjp you are labelled piddi chamcha or shree shree 1008 arvindkejriwal says modi followers are patriots indians kahan hai in sab me ab politicians sikhaege,0
13152,pmoindia narendramodi dont worry we do understand what they are doing we r watching every move and statement we will vote bjp and vote you as pm,1
13153,bjp is so concerned about congress they forgot india and its development promises narendramodi ji when ever utters something first congress is on his tongue forgetting the promises made to this country,0
13154,shefvaidya pnvijay httweets cbi nageshwar rao supremecourt d haste shown by bjp pmmodi in appointing a blatantly corrupt officer as interim cbi chief shows their own lack of morality n ethics which they so loudly boast of,0
13162,harsubh chander93814658 rajeshk234178 rajeshk42655806 harinathghn sanjayeindoria dilipswatisri jyotsnavarma9 kapoorashok25 ritukulshresth romy1965 rahulgandhi sanjaygobind arunbajpairajan latarai5 girirajsinghbjp scsver jyotsnadevi33 congressdahan narendramodi177 rakesht73827202 piyushgoyal rashtrapatibhvn hmoindia vijayanpinarayi cpimkerala sitaramyechury hhlkerala sureshchavhanke incindia ktrs myogiadityanath vivekagnihotri gideon7483 swamy39 narendramodi nsitharaman rajnathsingh juhiesingh arvindkejriwal jagannkaushik china produces jobs every 24 hours india produces 450 jobs every 24 hours congress politics factcheck jobs unemployment chinavsindia narendramodi bjp,1
13163,looks like incindia is busy doing media judgement on rafale to fool people if rahulgandhi truly has all the evidence then why are they not going legal actual accused are out on bail and no mention of that in the media namoagain2019 bjp narendramodi bjp4india,0
13164,bsybjp claims amit shah and modi can handle judges no wonder breakfast meetings and morning walks works karnataka bjp politics,1
13165,narendramodi the congress to modiji has looted in defence deals if the bjp has looted in the rafale deal why is rahul gandhi restless this is how narendramodi admits hischori,0
13166,sundaramchitra shatrugansinha rahulgandhi an assessment narendramodi admires sardarvallabhbhaipatel and praises him often does mean mr modi therefore needs to quit bjp and join congress neither does it mean any shame for anyone,0
13167,who better comedian rahulgandhi pmmodi narendramodi rafaledeal congress bjp rahulgandhi tajinderbagga shefvaidya,1
13168,siddaramaiah narendramodi you should be ashamed you ca get get sympathy for releasing fake audio tape is producer and expert in creating such tapes any mimicry artist can make such audios just in seconds do talk about bjp niyat as you do have morality to talk,0
13169,mr modi rejected the opposition allegations of rising unemployment pm narendramodi said jobs have been created both in informal and formal sectors in last four and half years modiunstoppable,0
13170,recently i noticed that various people around me using ji for our primeminister narendramodi something that i never heard till date for any politician except bajpaiji this makes me feel tough for all the opposition parties bjp vs restofparties,1
13171,rahulgandhi narendramodi modi please do something to this lier if you wont dragg him for his baseless accusations people of india will consider it true and ll make you clinton in coming elections bjp rafale,0
13172,narendramodi bjp4bengal in the afternoon i will address a public meeting in mainaguri during my recent visits to west bengal i have been seeing the massive support for bjp the people of west bengal realise that only bjp can fulfil their dreams and aspirations bjp4bengal,1
13173,narendramodi we indian feels proud to have pm like now the country is transforming to new india modiunstoppable bjp,1
13174,being a citizen of the country we are shocked to hear the word narendra modi chor hain whether chor may be true or false but the wound caused by the blame of rahulgandhi is very hard to repair again which is causing heavy damage to nda govt narendramodi rsprasad,0
13175,i do believe but if pm has a parallel t amp c with for rafale deal then it wrong bjp indiancongress pmnarendramodi rahulgandhi india modiunstoppable,0
13176,sunildbasra narendramodi anilambani rahulgandhi bhupindershooda deependershooda incindia sachinschahal anilmaaninc mamrajswami11 totaltvco teamdeepender oneharyanaoffcl rahulbiroharinc sahilkhatri82 whatever is happening to this country inc,0
13177,rahul gandhi pm modi himself robbed air force rs crore and gave it to anil ambani we have been raising this since 1 year now a report has come where defence ministry officials say that pm was holding parallel negotiations with france govt rafale rahulgandhi,0
13178,congress president rahulgandhi challenges pm modi says you are in the government carry out investigations against whoever you want in the congress party but also investigate the rafale timesofindia,0
13179,jumlawala that very much expected from a paid hand like you it is your duty to defame modi and eat leftovers thrown by rahulgandhi you acting against betterment of india if you do like narendramodi do vote for him but do work for crooked gandhi family,0
13180,narendramodi visakhapattanam 16 february public meeting was postponed to 27 february due to prime minister s foreign tour however pm to address a mega rally in guntur of 10th as per schedule bjp andhrapradesh,1
13181,mamtabanerjee has said that the whole country is annoyed n disturbed with narendramodi madam please delete my name from that list as i m not annoyed with him because i m an honest person zeenewshindi narendramodi mamatabanerjee bjp,0
13182,the real crooked face of narendramodi bsybjp exposed by kumaraswamy the bjp is nothing but a bunch of crooks you need more proof karnatakabudget2019 audio tape evidence played,0
13183,kumaraswamy plays audio tape to prove that bjp led by scamster bsybjp and co is destabilising his coilation buying the mla what do you say crook narendramodi karnatakabudget2019 shame shame,0
13184,kumaraswamy demands that narendramodi should take action against his bjp unit in karnataka led by crook bsybjp if he has any public morality left karnatakabudget2019,0
13185,kumaraswamy says narendramodi is a dual faced character he preaches morality from the loksabha but openly encourages the bjp to steal and buy their mla he challenges narendramodi to show his real face to the public karnatakabudget2019 will the real modi stand up,0
13186,kumaraswamy says narendramodi encouraging his bjp friends including bsybjp and co to openly buy the mla of his coilation karnatakabudget2019,1
13187,all bus strikes by tmc leader at alipurduar west bengal for narendra modi ji narendramodi,0
13188,whao india was grilled for about 9 hours modiunstoppable modiparliamentspeech modiinparliament modi said in his speech that all corrupts will fear and robertvadra and gandhi are the first few they are already in panicking mode lol good job narendramodi,0
13189,ashutosh83b why should modi debate with rahulgandhi is he th pm candidate of opposition he is only a dynastic cong president if at all he wants to debate let him do it with amit shah let have it a comedy show is long overdue,0
13190,how can narendramodi talk about morality this that when he and his party has a one point agenda to dislodge cong led govts all over india karnataka is a point in example there the bjp crook and corruption king bsybjp along with sin is trying his best to buy opp mla,0
13191,i want from streight from my heart brain next pm should be only narendramodi i don want to see any one apart from after his 100 minute speech in loksabhatv i request to all indians whether they are in india or abroad please support everywhere mr modi bjp,1
13192,i wo vote for bjp i vote for narendramodi and you 2019elections,0
13193,as narendramodi political stock gets challenged do you think opposition should should present a united pm candidate to defeat modi if yes then whom if no why share your views in comments rahulgandhi mamtabanerjee mayawati for latest news follow commentatorpost,0
13194,amitshah narendramodi vote for only bjp 10 years modi 15 years yogi,0
13195,narendramodi bjp4bengal sir jee we all are always with bjp,0
13196,incindia rahulgandhi beware of rahulgandhi narendramodi rg unstoppable will tear double standards of bjp rss who rss,0
13197,incindia rahulgandhi i echo with you is a that means who can poke the dar fear i get it how the modi ji is poking to dar and it is haunting whole indian india incredibleindia modiunstoppable bjp modiparliamentspeech,1
13198,government bjp congress chahay koi v aajaye logonko kon badlega 13352 alleppey dhanbad in s1 boggie more than 100 passengers are traveling railminindia narendramodi railway irctcofficial,0
13199,ruchirac can u show me d 2014 manifesto of bjp where they mentiond 15 lacs in every account what a lovely fake narrative best u can do is send me d clip whr modi talks abt 15 lacs in accnt i suggest u watch d full video to understand what he meant do be so dumb like rahulgandhi,0
13200,modiunstoppable it was congress against modi not bjp,0
